BOM_PART_TYPE,NN,NT,LINA,BOM_UNITBASE,BOM_COUNT,BOM_POS,NB,DIMENSION_X,DIMENSION_Y,DIMENSION_Z,B,CTN,D1,D3,D4,D5,FARBE,FARBEX,H,INFOEG,L1,L3MAX,L3MIN,L4,L5,L6,PARTNUMBER,ROHS,T,VERS1,WEIGHT,ZS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSEMBLY,GN 927,Clamping levers with eccentrical cam with internal thread, Type A, Plastic contact plate with setting nut,Clamping lever with eccentrical cam with internal thread GN 927-44-M4-A-B,mm,1,1,Clamping lever with eccentrical cam with internal thread GN 927-44-M4-A-B (clamped),51.5003,19.1428,15,12,84879090,M4,12,15,14,black,B,0.5,Product details,44,13.2,13.2,2,2.2,16.3,GN 927-44-M4-A-B,YES,8,25,0.0269,clamped
